PhaseAzimuth	time	subtime	time points	Diode1	Diode2	Diode3	Timepix
-1.165	0.5	0.5	1	1.1457822E-9	-2E-7	0	65	1.1457822E-9	-2E-7	0	2.00354E-10	3.649398E-10	1.592074E-10	1.386342E-10	2.826468E-10	-2E-7	-0	-0	-0	-0	0	0	0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.155	0.5	0.5	1	8.783305E-10	0	0	59	8.783305E-10	0	0	1.386343E-10	1.592075E-10	2.620737E-10	2.620736E-10	5.63414E-11	-0	0	-0	-0	-0	-0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.145	0.5	0.5	1	1.6395395E-9	0	0	75	1.6395395E-9	0	0	3.443665E-10	4.883792E-10	2.209272E-10	2.003538E-10	3.855128E-10	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.135	0.5	0.5	1	1.20750132E-9	0	0	63	1.20750132E-9	0	0	2.209272E-10	3.032198E-10	3.443662E-10	2.415003E-10	9.748782E-11	-0	0	-0	0	-0	0	0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.125	0.5	0.5	1	1.084062E-9	0	0	68	1.084062E-9	0	0	7.69146E-11	2.826465E-10	3.032199E-10	1.18061E-10	3.0322E-10	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.115	0.5	0.5	1	1.063488E-9	0	0	70	1.063488E-9	0	0	-2.59519E-11	3.23793E-10	2.415002E-10	2.826464E-10	2.415003E-10	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.105	0.5	0.5	1	1.00176902E-9	0	0	84	1.00176902E-9	0	0	2.209272E-10	2.415001E-10	9.748782E-11	2.620733E-10	1.797806E-10	-0	-0	-0	-0	-0	0	0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.095	0.5	0.5	1	1.26922077E-9	0	0	76	1.26922077E-9	0	0	9.748777E-11	1.592074E-10	3.23793E-10	3.649396E-10	3.23793E-10	-0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.085	0.5	0.5	1	1.186928E-9	0	0	85	1.186928E-9	0	0	2.415002E-10	1.797806E-10	2.826467E-10	1.797805E-10	3.0322E-10	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.075	0.5	0.5	1	1.0840615E-9	0	0	87	1.0840615E-9	0	0	1.797805E-10	2.826465E-10	2.003538E-10	2.20927E-10	2.003537E-10	-0	-0	-0	0	-0	0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.065	0.5	0.5	1	1.1663544E-9	0	0	76	1.1663544E-9	0	0	1.797806E-10	1.592074E-10	3.44366E-10	3.032199E-10	1.797805E-10	-0	-0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.055	0.5	0.5	1	1.31036675E-9	0	0	86	1.31036675E-9	0	0	2.415001E-10	9.748775E-11	3.032197E-10	3.855127E-10	2.826465E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.045	0.5	0.5	1	8.3718336E-10	0	0	68	8.3718336E-10	0	0	3.032197E-10	2.209271E-10	9.748777E-11	1.386342E-10	7.691459E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.035	0.5	0.5	1	1.5983916E-9	0	0	73	1.5983916E-9	0	0	3.237932E-10	4.266589E-10	2.620733E-10	2.003538E-10	3.855124E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.025	0.5	0.5	1	8.9890289E-10	0	0	75	8.9890289E-10	0	0	1.797805E-10	1.797805E-10	3.237932E-10	1.797806E-10	3.576809E-11	-0	-0	-0	-0	0	-0	-0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.015	0.5	0.5	1	1.39266E-9	0	0	92	1.39266E-9	0	0	4.060861E-10	3.23793E-10	2.826465E-10	5.63414E-11	3.23793E-10	-0	-0	0	0	0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-1.005	0.5	0.5	1	8.9890296E-10	0	0	164	8.9890296E-10	0	0	2.209271E-10	7.691459E-11	9.748777E-11	2.415002E-10	2.620733E-10	-0	-0	-0	0	0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.995	0.5	0.5	1	1.0634889E-9	0	0	523	1.0634889E-9	0	0	3.237932E-10	5.63414E-11	1.592074E-10	3.237931E-10	2.003538E-10	-0	-0	-0	0	-0	-0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.985	0.5	0.5	1	1.3926602E-9	0	0	1972	1.3926602E-9	0	0	2.003538E-10	3.032198E-10	2.620735E-10	3.237933E-10	3.032198E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.975	0.5	0.5	1	7.1374379E-10	0	0	5893	7.1374379E-10	0	0	3.649398E-10	1.592075E-10	1.386342E-10	-8.767191E-11	1.386342E-10	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.965	0.5	0.5	1	6.93171E-10	0	0	10674	6.93171E-10	0	0	1.519476E-11	1.797807E-10	9.748784E-11	1.797807E-10	2.20927E-10	-0	-0	0	-0	-0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.955	0.5	0.5	1	4.0514541E-10	0	0	8467	4.0514541E-10	0	0	1.18061E-10	1.592074E-10	-8.767191E-11	7.691462E-11	1.386343E-10	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.945	0.5	0.5	1	4.6686518E-10	0	0	2529	4.6686518E-10	0	0	2.00354E-10	5.63414E-11	-1.288187E-10	2.415006E-10	9.748788E-11	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.935	0.5	0.5	1	7.1374446E-10	0	1E-7	537	7.1374446E-10	0	1E-7	1.797808E-10	1.180611E-10	2.826469E-10	1.519466E-11	1.18061E-10	-0	0	-0	-0	-0	0	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.925	0.5	0.5	1	6.9317114E-10	0	0	129	6.9317114E-10	0	0	1.180611E-10	-6.709867E-11	2.826472E-10	2.826469E-10	7.691461E-11	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.915	0.5	0.5	1	4.2571899E-10	0	2E-7	91	4.2571899E-10	0	2E-7	7.691461E-11	1.519473E-11	2.209271E-10	1.519471E-11	9.748784E-11	-0	-0	-0	-0	-0	0	0	0	1E-7	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.905	0.5	0.5	1	2.6113249E-10	0	2E-7	95	2.6113249E-10	0	2E-7	1.386343E-10	1.592075E-10	5.63414E-11	-4.65254E-11	-4.652531E-11	-0	-0	-0	0	-0	1E-7	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.895	0.5	0.5	1	2.1998644E-10	0	0	82	2.1998644E-10	0	0	-8.76719E-11	5.63414E-11	3.576804E-11	5.63414E-11	1.592075E-10	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.885	0.5	0.5	1	3.0227954E-10	0	2E-7	70	3.0227954E-10	0	2E-7	9.748782E-11	1.18061E-10	7.691463E-11	-2.595197E-11	3.576806E-11	-0	-0	0	-0	-0	0	0	0	1E-7	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.875	0.5	0.5	1	5.9030504E-10	0	0	77	5.9030504E-10	0	0	1.18061E-10	9.74878E-11	1.797807E-10	1.519474E-11	1.797808E-10	-0	-0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.865	0.5	0.5	1	8.7833042E-10	0	0	76	8.7833042E-10	0	0	3.237935E-10	3.576808E-11	9.748784E-11	1.797807E-10	2.415003E-10	-0	0	-0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.855	0.5	0.5	1	9.1947674E-10	0	0	70	9.1947674E-10	0	0	2.209272E-10	2.209271E-10	2.003539E-10	1.797807E-10	9.748784E-11	-0	-0	0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.845	0.5	0.5	1	9.6062235E-10	0	0	84	9.6062235E-10	0	0	3.649397E-10	1.797806E-10	3.443662E-10	-2.595195E-11	9.74878E-11	-0	-0	-0	-0	-0	0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.835	0.5	0.5	1	7.1374383E-10	0	0	82	7.1374383E-10	0	0	3.443664E-10	5.63414E-11	-2.595187E-11	1.592073E-10	1.797806E-10	-0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.825	0.5	0.5	1	8.3718327E-10	0	0	89	8.3718327E-10	0	0	3.576808E-11	3.032198E-10	1.18061E-10	3.032198E-10	7.691459E-11	-0	-0	-0	0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.815	0.5	0.5	1	1.7835497E-9	0	0	70	1.7835497E-9	0	0	3.443662E-10	2.003537E-10	3.443659E-10	3.443664E-10	5.500975E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.805	0.5	0.5	1	1.495525E-9	0	0	72	1.495525E-9	0	0	1.386341E-10	3.032196E-10	3.649391E-10	3.23793E-10	3.649392E-10	-0	-0	-0	0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
-0.795	0.5	0.5	1	8.5775529E-10	0	0	76	8.5775529E-10	0	0	-6.709841E-11	3.649391E-10	2.209268E-10	5.63414E-11	2.826464E-10	-0	-0	-0	0	0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
