dummy	time	subtime	time points	Timepix	Diode1	Diode2	Diode3
-15	1	1	1	0	-1.8643255E-9	-1E-7	1.339384E-9	0	-1.8643255E-9	-1E-7	1.339384E-9	-2.111213E-10	-3.345658E-10	-1.082511E-10	-1.905473E-10	-1.288252E-10	-1.082511E-10	-1.905475E-10	-2.316956E-10	-1.905474E-10	-1.699732E-10	-1E-7	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.33789E-10	1.33771E-10	1.33835E-10	1.339E-10	1.33949E-10	1.33992E-10	1.3404E-10	1.34038E-10	1.3404E-10	1.3403E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:29..709533
-14	1	1	1	0	-2.50212056E-9	-3E-7	1.333179E-9	0	-2.50212056E-9	-3E-7	1.333179E-9	-1.49399E-10	-2.111211E-10	-2.934176E-10	-6.710306E-11	-3.551401E-10	-4.37436E-10	-2.316954E-10	-2.522695E-10	-2.316954E-10	-2.728434E-10	-0	-0	-0	-0	-0	-0	-1E-7	-1E-7	-1E-7	-0	1.33626E-10	1.33524E-10	1.33469E-10	1.33378E-10	1.33321E-10	1.33272E-10	1.33168E-10	1.33147E-10	1.33138E-10	1.33136E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:31..109613
-13	1	1	1	0	-3.9217311E-9	0	1.329049E-9	0	-3.9217311E-9	0	1.329049E-9	-3.75714E-10	-3.551397E-10	-3.5514E-10	-2.111215E-10	-2.522697E-10	-3.962881E-10	-4.374359E-10	-5.608803E-10	-5.197323E-10	-4.580096E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.33052E-10	1.33038E-10	1.32934E-10	1.32876E-10	1.32838E-10	1.32819E-10	1.32784E-10	1.32797E-10	1.32909E-10	1.33002E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:32..504693
-12	1	1	1	0	-3.9834579E-9	-3E-7	1.340613E-9	0	-3.9834579E-9	-3E-7	1.340613E-9	-4.168624E-10	-2.72844E-10	-2.728437E-10	-4.991586E-10	-3.757142E-10	-3.962889E-10	-4.580105E-10	-4.168624E-10	-5.40307E-10	-3.345662E-10	-0	-0	-0	-0	-0	-0	-1E-7	-1E-7	-1E-7	-0	1.3367E-10	1.33762E-10	1.33867E-10	1.33958E-10	1.34049E-10	1.34144E-10	1.34229E-10	1.34237E-10	1.34318E-10	1.34379E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:33..906774
-11	1	1	1	0	-4.971014E-9	-1E-7	1.349127E-9	0	-4.971014E-9	-1E-7	1.349127E-9	-6.020294E-10	-6.431773E-10	-5.608801E-10	-3.962886E-10	-2.93418E-10	-6.020295E-10	-3.962884E-10	-4.580107E-10	-4.991593E-10	-5.197327E-10	-0	-1E-7	-0	-0	-0	-0	-0	-0	-0	-0	1.34736E-10	1.34786E-10	1.34856E-10	1.34839E-10	1.34882E-10	1.3493E-10	1.34963E-10	1.35016E-10	1.35036E-10	1.35083E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:35..308854
-10	1	1	1	0	-4.7858514E-9	-3E-7	1.35399E-9	0	-4.7858514E-9	-3E-7	1.35399E-9	-4.580113E-10	-4.168625E-10	-6.843253E-10	-3.139927E-10	-4.374371E-10	-5.608813E-10	-5.403076E-10	-4.785851E-10	-5.814558E-10	-3.139927E-10	-1E-7	-1E-7	-0	-1E-7	-0	-0	-0	-0	-0	-0	1.35218E-10	1.35266E-10	1.35306E-10	1.35352E-10	1.35398E-10	1.35441E-10	1.35453E-10	1.35495E-10	1.35496E-10	1.35565E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:36..702933
-9	1	1	1	0	-4.6624126E-9	0	1.359717E-9	0	-4.6624126E-9	0	1.359717E-9	-3.139925E-10	-6.226046E-10	-5.197338E-10	-3.757157E-10	-4.374373E-10	-4.168634E-10	-5.403078E-10	-4.580114E-10	-5.608825E-10	-4.168636E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.35776E-10	1.35845E-10	1.35909E-10	1.35876E-10	1.35978E-10	1.36001E-10	1.36033E-10	1.36066E-10	1.36102E-10	1.36131E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:38..110014
-8	1	1	1	0	-3.0987808E-9	0	1.362841E-9	0	-3.0987808E-9	0	1.362841E-9	-3.962892E-10	-3.345669E-10	-2.934187E-10	-1.905483E-10	-2.316965E-10	-4.580117E-10	-3.345669E-10	-3.962896E-10	-2.316966E-10	-2.316964E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.3618E-10	1.36213E-10	1.36242E-10	1.36267E-10	1.36298E-10	1.36309E-10	1.36324E-10	1.36341E-10	1.36362E-10	1.36305E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:39..504094
-7	1	1	1	0	-2.5638568E-9	-1E-7	1.363835E-9	0	-2.5638568E-9	-1E-7	1.363835E-9	-2.316967E-10	-2.316968E-10	-5.403084E-10	-3.139935E-10	-2.728452E-10	-1.905485E-10	-1.494E-10	-8.76778E-11	-3.757157E-10	-1.699742E-10	-1E-7	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.36396E-10	1.36395E-10	1.36387E-10	1.36395E-10	1.36409E-10	1.36333E-10	1.36352E-10	1.36369E-10	1.36392E-10	1.36407E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:40..905174
-6	1	1	1	0	-1.76146596E-9	0	1.364704E-9	0	-1.76146596E-9	0	1.364704E-9	-2.52271E-10	-3.551418E-10	-2.52271E-10	-1.494E-10	-3.551419E-10	-1.28826E-10	-1.082518E-10	-1.08252E-10	-1.288259E-10	7.691544E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.36393E-10	1.36429E-10	1.36425E-10	1.36452E-10	1.3647E-10	1.36503E-10	1.3651E-10	1.36524E-10	1.36532E-10	1.36466E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:42..299253
-5	1	1	1	0	-4.4472043E-10	0	9.4832E-10	0	-4.4472043E-10	0	9.4832E-10	-2.111227E-10	-2.595526E-11	1.386376E-10	5.63414E-11	-1.905485E-10	-8.767768E-11	-4.652944E-11	-4.652947E-11	-6.710361E-11	3.576723E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.12362E-10	1.07972E-10	1.03763E-10	9.975E-11	9.592E-11	9.231E-11	8.8846E-11	8.5545E-11	8.2414E-11	7.9438E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:43..704334
-4	1	1	1	0	-3.82998034E-10	0	5.7709E-10	0	-3.82998034E-10	0	5.7709E-10	1.519308E-11	-8.767764E-11	7.691545E-11	-5.381164E-12	-1.494004E-10	-2.59553E-11	-1.08252E-10	9.748947E-11	-6.710353E-11	-1.28826E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	6.6614E-11	6.4383E-11	6.2236E-11	6.0186E-11	5.8251E-11	5.6397E-11	5.465E-11	5.2999E-11	5.1426E-11	4.9948E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:45..105414
-3	1	1	1	0	9.3374529E-10	-1E-7	3.94533E-10	0	9.3374529E-10	-1E-7	3.94533E-10	-4.652937E-11	-4.652946E-11	2.826561E-10	1.180635E-10	1.519307E-11	1.592116E-10	5.63414E-11	9.748945E-11	1.797855E-10	1.180635E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-1E-7	4.3622E-11	4.2546E-11	4.1545E-11	4.0588E-11	3.9692E-11	3.8833E-11	3.803E-11	3.7273E-11	3.6547E-11	3.5857E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:46..505494
-2	1	1	1	0	1.40694871E-9	-2E-7	3.10493E-10	0	1.40694871E-9	-2E-7	3.10493E-10	1.592114E-10	3.576724E-11	-6.71035E-11	1.180635E-10	2.003597E-10	3.443786E-10	7.691545E-11	3.443779E-10	2.415077E-10	-4.652928E-11	-0	-0	-0	-0	-0	-1E-7	-0	-0	-0	-1E-7	3.2963E-11	3.2465E-11	3.2004E-11	3.1564E-11	3.1151E-11	3.0763E-11	3.0398E-11	3.0059E-11	2.9723E-11	2.9403E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:47..905574
-1	1	1	1	0	1.1600597E-9	0	2.71329E-10	0	1.1600597E-9	0	2.71329E-10	1.386375E-10	9.748945E-11	2.826558E-10	1.519308E-11	2.415077E-10	-8.767753E-11	2.003596E-10	1.51931E-11	1.180635E-10	1.386375E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.8036E-11	2.7808E-11	2.7592E-11	2.7391E-11	2.7191E-11	2.6987E-11	2.6807E-11	2.6656E-11	2.6501E-11	2.636E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:49..306654
0	1	1	1	0	1.242356432E-9	-3E-7	2.53623E-10	0	1.242356432E-9	-3E-7	2.53623E-10	7.691542E-11	2.620819E-10	3.576725E-11	2.003595E-10	1.592115E-10	2.003596E-10	1.180635E-10	-5.381088E-12	1.592116E-10	3.576725E-11	-0	-0	-0	-1E-7	-1E-7	-0	-0	-0	-1E-7	-0	2.5758E-11	2.5658E-11	2.5559E-11	2.5475E-11	2.538E-11	2.5302E-11	2.5229E-11	2.5158E-11	2.5083E-11	2.5021E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:50..706734
1	1	1	1	0	1.36580076E-9	-1E-7	2.45418E-10	0	1.36580076E-9	-1E-7	2.45418E-10	2.415076E-10	2.003597E-10	1.180635E-10	-2.59551E-11	2.620818E-10	1.592116E-10	1.386374E-10	7.691543E-11	1.180634E-10	7.691543E-11	-0	-0	-0	-0	-0	-0	-0	-1E-7	-0	-0	2.4718E-11	2.467E-11	2.463E-11	2.46E-11	2.457E-11	2.4522E-11	2.448E-11	2.4439E-11	2.4409E-11	2.438E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:52..106814
2	1	1	1	0	1.59211513E-9	-1E-7	2.41459E-10	0	1.59211513E-9	-1E-7	2.41459E-10	5.63414E-11	2.415076E-10	1.592115E-10	2.209336E-10	9.748943E-11	1.386375E-10	1.797855E-10	1.386375E-10	2.209336E-10	1.386375E-10	-0	-0	-0	-0	-1E-7	-0	-0	-0	-0	-0	2.4247E-11	2.4225E-11	2.419E-11	2.4177E-11	2.4153E-11	2.4133E-11	2.4114E-11	2.4086E-11	2.4074E-11	2.406E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:53..499894
3	1	1	1	0	1.63326325E-9	-1E-7	2.39655E-10	0	1.63326325E-9	-1E-7	2.39655E-10	2.209337E-10	1.592115E-10	1.592115E-10	1.592115E-10	5.63414E-11	9.748945E-11	2.003597E-10	2.209336E-10	1.592114E-10	2.003595E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-1E-7	2.3992E-11	2.3989E-11	2.3976E-11	2.3969E-11	2.3965E-11	2.3963E-11	2.3961E-11	2.3961E-11	2.3948E-11	2.3931E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:54..902974
4	1	1	1	0	1.30407882E-9	-1E-7	2.38392E-10	0	1.30407882E-9	-1E-7	2.38392E-10	1.797856E-10	1.386375E-10	2.209336E-10	7.691541E-11	5.63414E-11	7.691542E-11	1.180635E-10	1.519309E-11	2.003596E-10	2.209337E-10	-0	-0	-0	-0	-0	-0	-1E-7	-0	-0	-0	2.3865E-11	2.3867E-11	2.3866E-11	2.3874E-11	2.3857E-11	2.384E-11	2.3822E-11	2.3813E-11	2.3804E-11	2.3784E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:56..306055
5	1	1	1	0	1.44809704E-9	0	2.37203E-10	0	1.44809704E-9	0	2.37203E-10	1.592115E-10	1.386375E-10	1.519311E-11	1.180635E-10	9.748943E-11	1.386375E-10	2.826559E-10	2.003595E-10	1.180635E-10	1.797856E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.3767E-11	2.3751E-11	2.3747E-11	2.3734E-11	2.3714E-11	2.3709E-11	2.3699E-11	2.3696E-11	2.3692E-11	2.3694E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:57..708135
6	1	1	1	0	1.73613342E-9	0	2.36549E-10	0	1.73613342E-9	0	2.36549E-10	1.592115E-10	1.519311E-11	1.592115E-10	2.209336E-10	7.691541E-11	4.061E-10	2.415078E-10	1.386375E-10	5.63414E-11	2.620816E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.3653E-11	2.3646E-11	2.3644E-11	2.3653E-11	2.3652E-11	2.3654E-11	2.3664E-11	2.366E-11	2.3664E-11	2.3659E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:21:59..102214
7	1	1	1	0	1.180634028E-9	-1E-7	2.36645E-10	0	1.180634028E-9	-1E-7	2.36645E-10	1.592115E-10	5.63414E-11	-2.595516E-11	2.209336E-10	3.238039E-10	1.797856E-10	-5.381032E-12	3.576722E-11	5.63414E-11	1.797856E-10	-0	-0	-0	-0	-0	-1E-7	-0	-0	-0	-0	2.3654E-11	2.3654E-11	2.3662E-11	2.3671E-11	2.3659E-11	2.3666E-11	2.3668E-11	2.3671E-11	2.3666E-11	2.3674E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:00..504295
8	1	1	1	0	1.26293021E-9	-2E-7	2.3725E-10	0	1.26293021E-9	-2E-7	2.3725E-10	1.180635E-10	2.209337E-10	7.691543E-11	1.386375E-10	-2.595521E-11	3.0323E-10	-4.652938E-11	2.209336E-10	9.748947E-11	1.592116E-10	-0	-1E-7	-0	-0	-0	-0	-1E-7	-0	-0	-0	2.3702E-11	2.3709E-11	2.371E-11	2.3703E-11	2.371E-11	2.3719E-11	2.3733E-11	2.3744E-11	2.3755E-11	2.3765E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:01..907375
9	1	1	1	0	1.13948609E-9	0	2.37762E-10	0	1.13948609E-9	0	2.37762E-10	2.003596E-10	7.691542E-11	7.691545E-11	1.386375E-10	2.209338E-10	1.386375E-10	1.180635E-10	7.691543E-11	1.797856E-10	-8.767771E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.3782E-11	2.378E-11	2.3781E-11	2.3784E-11	2.3779E-11	2.3769E-11	2.3771E-11	2.3774E-11	2.3772E-11	2.377E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:03..302455
10	1	1	1	0	6.4570771E-10	-2E-7	2.37674E-10	0	6.4570771E-10	-2E-7	2.37674E-10	5.63414E-11	3.576724E-11	2.415076E-10	9.748945E-11	-1.082518E-10	7.691542E-11	5.63414E-11	1.592115E-10	1.592115E-10	-1.28826E-10	-0	-1E-7	-0	-0	-0	-1E-7	-0	-0	-0	-0	2.3794E-11	2.3786E-11	2.3782E-11	2.3787E-11	2.3764E-11	2.3751E-11	2.376E-11	2.3755E-11	2.3745E-11	2.375E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:04..704535
11	1	1	1	0	5.0168906E-10	-5E-7	2.37661E-10	0	5.0168906E-10	-5E-7	2.37661E-10	-1.082519E-10	-2.595526E-11	-8.767752E-11	-4.652933E-11	9.748946E-11	1.386375E-10	9.748946E-11	3.576725E-11	1.386375E-10	2.620819E-10	-1E-7	-1E-7	-0	-0	-1E-7	-0	-0	-0	-1E-7	-1E-7	2.3769E-11	2.3763E-11	2.377E-11	2.3773E-11	2.3768E-11	2.3769E-11	2.3771E-11	2.3764E-11	2.3762E-11	2.3752E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:06..106615
12	1	1	1	0	-1.77255765E-10	-1E-7	2.37699E-10	0	-1.77255765E-10	-1E-7	2.37699E-10	-5.381025E-12	5.63414E-11	3.576725E-11	3.576724E-11	-2.595513E-11	-8.767767E-11	-1.494002E-10	-1.699742E-10	1.519307E-11	1.180635E-10	-0	-0	-0	-0	-0	-1E-7	-0	-0	-0	-0	2.3778E-11	2.3771E-11	2.3777E-11	2.3771E-11	2.3766E-11	2.377E-11	2.377E-11	2.377E-11	2.3763E-11	2.3763E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:07..509696
13	1	1	1	0	-1.30883364E-9	-2E-7	2.3735E-10	0	-1.30883364E-9	-2E-7	2.3735E-10	-6.710357E-11	-1.288261E-10	3.576726E-11	-4.652947E-11	-8.767771E-11	-1.699743E-10	-1.699742E-10	-6.710345E-11	-2.934189E-10	-3.139932E-10	-0	-0	-0	-0	-0	-1E-7	-0	-0	-1E-7	-0	2.3748E-11	2.3747E-11	2.3745E-11	2.3737E-11	2.3726E-11	2.3725E-11	2.3731E-11	2.3734E-11	2.3726E-11	2.3731E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:08..903775
14	1	1	1	0	-3.3868187E-9	-2E-7	2.3762E-10	0	-3.3868187E-9	-2E-7	2.3762E-10	-1.90548E-10	-2.934188E-10	-3.139929E-10	-2.934188E-10	-5.19734E-10	-2.522705E-10	-2.728447E-10	-3.345673E-10	-4.785861E-10	-4.374376E-10	-0	-0	-0	-0	-0	-1E-7	-0	-0	-1E-7	-0	2.3754E-11	2.3765E-11	2.377E-11	2.3773E-11	2.3766E-11	2.3763E-11	2.3757E-11	2.3754E-11	2.3761E-11	2.3757E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:10..305855
