PhaseAzimuth	time	subtime	time points	Diode1	Diode2	Diode3	Timepix
-1.165	0.5	0.5	1	1.1457822E-9	-2E-7	0	0	1.1457822E-9	-2E-7	0	2.00354E-10	3.649398E-10	1.592074E-10	1.386342E-10	2.826468E-10	-2E-7	-0	-0	-0	-0	0	0	0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:49..867525
-1.155	0.5	0.5	1	8.783305E-10	0	0	0	8.783305E-10	0	0	1.386343E-10	1.592075E-10	2.620737E-10	2.620736E-10	5.63414E-11	-0	0	-0	-0	-0	-0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:51..169599
-1.145	0.5	0.5	1	1.6395395E-9	0	0	0	1.6395395E-9	0	0	3.443665E-10	4.883792E-10	2.209272E-10	2.003538E-10	3.855128E-10	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:52..471673
-1.135	0.5	0.5	1	1.20750132E-9	0	0	0	1.20750132E-9	0	0	2.209272E-10	3.032198E-10	3.443662E-10	2.415003E-10	9.748782E-11	-0	0	-0	0	-0	0	0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:53..770748
-1.125	0.5	0.5	1	1.084062E-9	0	0	0	1.084062E-9	0	0	7.69146E-11	2.826465E-10	3.032199E-10	1.18061E-10	3.0322E-10	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:55..071822
-1.115	0.5	0.5	1	1.063488E-9	0	0	0	1.063488E-9	0	0	-2.59519E-11	3.23793E-10	2.415002E-10	2.826464E-10	2.415003E-10	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:56..371896
-1.105	0.5	0.5	1	1.00176902E-9	0	0	0	1.00176902E-9	0	0	2.209272E-10	2.415001E-10	9.748782E-11	2.620733E-10	1.797806E-10	-0	-0	-0	-0	-0	0	0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:57..671971
-1.095	0.5	0.5	1	1.26922077E-9	0	0	0	1.26922077E-9	0	0	9.748777E-11	1.592074E-10	3.23793E-10	3.649396E-10	3.23793E-10	-0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:25:58..971045
-1.085	0.5	0.5	1	1.186928E-9	0	0	0	1.186928E-9	0	0	2.415002E-10	1.797806E-10	2.826467E-10	1.797805E-10	3.0322E-10	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:00..271120
-1.075	0.5	0.5	1	1.0840615E-9	0	0	0	1.0840615E-9	0	0	1.797805E-10	2.826465E-10	2.003538E-10	2.20927E-10	2.003537E-10	-0	-0	-0	0	-0	0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:01..570194
-1.065	0.5	0.5	1	1.1663544E-9	0	0	0	1.1663544E-9	0	0	1.797806E-10	1.592074E-10	3.44366E-10	3.032199E-10	1.797805E-10	-0	-0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:02..870268
-1.055	0.5	0.5	1	1.31036675E-9	0	0	0	1.31036675E-9	0	0	2.415001E-10	9.748775E-11	3.032197E-10	3.855127E-10	2.826465E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:04..165342
-1.045	0.5	0.5	1	8.3718336E-10	0	0	0	8.3718336E-10	0	0	3.032197E-10	2.209271E-10	9.748777E-11	1.386342E-10	7.691459E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:05..466417
-1.035	0.5	0.5	1	1.5983916E-9	0	0	0	1.5983916E-9	0	0	3.237932E-10	4.266589E-10	2.620733E-10	2.003538E-10	3.855124E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:06..767491
-1.025	0.5	0.5	1	8.9890289E-10	0	0	0	8.9890289E-10	0	0	1.797805E-10	1.797805E-10	3.237932E-10	1.797806E-10	3.576809E-11	-0	-0	-0	-0	0	-0	-0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:08..067565
-1.015	0.5	0.5	1	1.39266E-9	0	0	0	1.39266E-9	0	0	4.060861E-10	3.23793E-10	2.826465E-10	5.63414E-11	3.23793E-10	-0	-0	0	0	0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:09..366640
-1.005	0.5	0.5	1	8.9890296E-10	0	0	0	8.9890296E-10	0	0	2.209271E-10	7.691459E-11	9.748777E-11	2.415002E-10	2.620733E-10	-0	-0	-0	0	0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:10..667714
-0.995	0.5	0.5	1	1.0634889E-9	0	0	0	1.0634889E-9	0	0	3.237932E-10	5.63414E-11	1.592074E-10	3.237931E-10	2.003538E-10	-0	-0	-0	0	-0	-0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:11..968789
-0.985	0.5	0.5	1	1.3926602E-9	0	0	0	1.3926602E-9	0	0	2.003538E-10	3.032198E-10	2.620735E-10	3.237933E-10	3.032198E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:13..269863
-0.975	0.5	0.5	1	7.1374379E-10	0	0	0	7.1374379E-10	0	0	3.649398E-10	1.592075E-10	1.386342E-10	-8.767191E-11	1.386342E-10	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:14..569937
-0.965	0.5	0.5	1	6.93171E-10	0	0	0	6.93171E-10	0	0	1.519476E-11	1.797807E-10	9.748784E-11	1.797807E-10	2.20927E-10	-0	-0	0	-0	-0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:15..870012
-0.955	0.5	0.5	1	4.0514541E-10	0	0	0	4.0514541E-10	0	0	1.18061E-10	1.592074E-10	-8.767191E-11	7.691462E-11	1.386343E-10	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:17..169086
-0.945	0.5	0.5	1	4.6686518E-10	0	0	0	4.6686518E-10	0	0	2.00354E-10	5.63414E-11	-1.288187E-10	2.415006E-10	9.748788E-11	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:18..477161
-0.935	0.5	0.5	1	7.1374446E-10	0	1E-7	0	7.1374446E-10	0	1E-7	1.797808E-10	1.180611E-10	2.826469E-10	1.519466E-11	1.18061E-10	-0	0	-0	-0	-0	0	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:19..768235
-0.925	0.5	0.5	1	6.9317114E-10	0	0	0	6.9317114E-10	0	0	1.180611E-10	-6.709867E-11	2.826472E-10	2.826469E-10	7.691461E-11	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:21..068309
-0.915	0.5	0.5	1	4.2571899E-10	0	2E-7	0	4.2571899E-10	0	2E-7	7.691461E-11	1.519473E-11	2.209271E-10	1.519471E-11	9.748784E-11	-0	-0	-0	-0	-0	0	0	0	1E-7	1E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11:26:22..368383
