dummy	time	subtime	time points	Timepix	Diode1	Diode2	Diode3
-15	1	1	1	0	-2.46095802E-9	-2E-7	1.015785E-8	0	-2.46095802E-9	-2E-7	1.015785E-8	-2.31694E-10	-3.551375E-10	-3.551376E-10	-2.52268E-10	-2.111204E-10	-4.168598E-10	-2.316939E-10	-6.710248E-11	-8.767634E-11	-2.52268E-10	-2E-7	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.01719E-9	1.01561E-9	1.01459E-9	1.01452E-9	1.01562E-9	1.01477E-9	1.01732E-9	1.01439E-9	1.01516E-9	1.01868E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:53..399320
-14	1	1	1	0	-1.65857441E-9	-2E-7	1.01438E-8	0	-1.65857441E-9	-2E-7	1.01438E-8	-1.905463E-10	-1.082504E-10	-2.1112E-10	-1.493985E-10	-2.595451E-11	-1.288244E-10	-2.522681E-10	-1.90546E-10	-1.699723E-10	-2.316939E-10	-0	-0	-0	-0	-0	-1E-7	-0	-1E-7	-0	-0	1.01529E-9	1.0148E-9	1.01466E-9	1.01372E-9	1.01512E-9	1.01603E-9	1.01253E-9	1.01415E-9	1.01352E-9	1.01398E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:54..794400
-13	1	1	1	0	-1.926036527E-9	-3E-7	1.014802E-8	0	-1.926036527E-9	-3E-7	1.014802E-8	-5.380547E-12	-2.728422E-10	-1.288244E-10	-4.652848E-11	-3.962858E-10	-1.493985E-10	-3.139899E-10	-2.111202E-10	-2.316942E-10	-1.699723E-10	-1E-7	-0	-0	-0	-0	-1E-7	-1E-7	-0	-0	-0	1.01315E-9	1.01616E-9	1.01374E-9	1.01465E-9	1.01335E-9	1.01355E-9	1.0169E-9	1.01459E-9	1.01429E-9	1.01764E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:56..197480
-12	1	1	1	0	-1.5557042E-9	-1E-7	1.017204E-8	0	-1.5557042E-9	-1E-7	1.017204E-8	-4.785814E-10	-1.493982E-10	-2.595447E-11	7.691527E-11	-8.767641E-11	-6.710249E-11	-2.522679E-10	-1.288244E-10	-2.522681E-10	-1.905461E-10	-0	-0	-0	-0	-0	-0	-0	-1E-7	-0	-0	1.01474E-9	1.01842E-9	1.01454E-9	1.0154E-9	1.01904E-9	1.01678E-9	1.01896E-9	1.0214E-9	1.01652E-9	1.01624E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:57..599560
-11	1	1	1	0	-9.5905992E-10	0	1.015217E-8	0	-9.5905992E-10	0	1.015217E-8	-1.905462E-10	-6.71025E-11	-6.710237E-11	-8.767639E-11	-1.699723E-10	-8.767648E-11	-2.595454E-11	-2.595454E-11	-1.905461E-10	-4.65285E-11	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.01669E-9	1.01661E-9	1.01783E-9	1.0156E-9	1.01433E-9	1.01451E-9	1.01396E-9	1.01382E-9	1.01307E-9	1.01575E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:22:59..001640
-10	1	1	1	0	-1.14422525E-9	-1E-7	1.014215E-8	0	-1.14422525E-9	-1E-7	1.014215E-8	-1.905463E-10	-1.905464E-10	-2.1112E-10	3.576742E-11	3.576743E-11	-1.493984E-10	-4.652847E-11	-3.139898E-10	7.691527E-11	-1.90546E-10	-0	-0	-0	-1E-7	-0	-0	-0	-0	-0	-0	1.01226E-9	1.01266E-9	1.01401E-9	1.01357E-9	1.01306E-9	1.01643E-9	1.0134E-9	1.01451E-9	1.01661E-9	1.01564E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:23:00..397720
-9	1	1	1	0	-1.7408702E-9	-1E-7	1.016375E-8	0	-1.7408702E-9	-1E-7	1.016375E-8	-1.699722E-10	-2.93416E-10	-2.111201E-10	-8.767641E-11	-2.316942E-10	-1.493984E-10	1.519341E-11	-2.52268E-10	-1.288243E-10	-2.31694E-10	-0	-0	-0	-0	-0	-0	-0	-1E-7	-0	-0	1.01335E-9	1.01638E-9	1.01449E-9	1.01466E-9	1.01709E-9	1.01554E-9	1.01702E-9	1.01954E-9	1.01654E-9	1.01914E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:23:01..799800
-8	1	1	1	0	-1.51455748E-9	-1E-7	1.020189E-8	0	-1.51455748E-9	-1E-7	1.020189E-8	-1.699723E-10	-1.082505E-10	-1.905464E-10	-1.288243E-10	-1.288243E-10	-2.111202E-10	-1.905465E-10	-8.767638E-11	-1.493983E-10	-1.493983E-10	-0	-1E-7	-0	-0	-0	-0	-0	-0	-0	-0	1.02118E-9	1.01826E-9	1.01864E-9	1.01842E-9	1.0192E-9	1.01477E-9	1.01531E-9	1.02069E-9	1.03798E-9	1.01744E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:23:03..194880
-7	1	1	1	0	-1.16479928E-9	0	1.018669E-8	0	-1.16479928E-9	0	1.018669E-8	1.519346E-11	-4.652848E-11	-1.699722E-10	-1.288243E-10	-1.082505E-10	-1.905461E-10	-2.316942E-10	-2.595447E-11	-6.710239E-11	-2.111201E-10	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.01776E-9	1.01873E-9	1.01775E-9	1.0204E-9	1.0174E-9	1.02019E-9	1.01946E-9	1.01873E-9	1.01778E-9	1.01849E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:23:04..596961
-6	1	1	1	0	-1.679148538E-9	-1E-7	9.1836E-9	0	-1.679148538E-9	-1E-7	9.1836E-9	-3.345638E-10	-1.288244E-10	-2.111203E-10	-2.111201E-10	-1.288244E-10	-1.699724E-10	-3.139899E-10	-1.288243E-10	-5.380568E-12	-4.652837E-11	-0	-0	-0	-0	-0	-1E-7	-0	-0	-0	-0	1.01798E-9	1.01861E-9	1.01734E-9	1.01785E-9	1.01829E-9	1.01701E-9	1.01955E-9	1.01791E-9	1.01924E-9	1.982E-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10:23:06..001041
